class,descriptor,description,type
BurdenModifiedEigenvalues,SpMax4_Bhi,Largest absolute eigenvalue of Burden modified matrix - n 4 / weighted by relative first ionization potential,2D
BurdenModifiedEigenvalues,SpMax5_Bhi,Largest absolute eigenvalue of Burden modified matrix - n 5 / weighted by relative first ionization potential,2D
BurdenModifiedEigenvalues,SpMax6_Bhi,Largest absolute eigenvalue of Burden modified matrix - n 6 / weighted by relative first ionization potential,2D
BurdenModifiedEigenvalues,SpMax7_Bhi,Largest absolute eigenvalue of Burden modified matrix - n 7 / weighted by relative first ionization potential,2D
BurdenModifiedEigenvalues,SpMax8_Bhi,Largest absolute eigenvalue of Burden modified matrix - n 8 / weighted by relative first ionization potential,2D
BurdenModifiedEigenvalues,SpMin1_Bhi,Smallest absolute eigenvalue of Burden modified matrix - n 1 / weighted by relative first ionization potential,2D
BurdenModifiedEigenvalues,SpMin2_Bhi,Smallest absolute eigenvalue of Burden modified matrix - n 2 / weighted by relative first ionization potential,2D
BurdenModifiedEigenvalues,SpMin3_Bhi,Smallest absolute eigenvalue of Burden modified matrix - n 3 / weighted by relative first ionization potential,2D
BurdenModifiedEigenvalues,SpMin4_Bhi,Smallest absolute eigenvalue of Burden modified matrix - n 4 / weighted by relative first ionization potential,2D
BurdenModifiedEigenvalues,SpMin5_Bhi,Smallest absolute eigenvalue of Burden modified matrix - n 5 / weighted by relative first ionization potential,2D
BurdenModifiedEigenvalues,SpMin6_Bhi,Smallest absolute eigenvalue of Burden modified matrix - n 6 / weighted by relative first ionization potential,2D
BurdenModifiedEigenvalues,SpMin7_Bhi,Smallest absolute eigenvalue of Burden modified matrix - n 7 / weighted by relative first ionization potential,2D
BurdenModifiedEigenvalues,SpMin8_Bhi,Smallest absolute eigenvalue of Burden modified matrix - n 8 / weighted by relative first ionization potential,2D
BurdenModifiedEigenvalues,SpMax1_Bhs,Largest absolute eigenvalue of Burden modified matrix - n 1 / weighted by relative I-state,2D
BurdenModifiedEigenvalues,SpMax2_Bhs,Largest absolute eigenvalue of Burden modified matrix - n 2 / weighted by relative I-state,2D
BurdenModifiedEigenvalues,SpMax3_Bhs,Largest absolute eigenvalue of Burden modified matrix - n 3 / weighted by relative I-state,2D
BurdenModifiedEigenvalues,SpMax4_Bhs,Largest absolute eigenvalue of Burden modified matrix - n 4 / weighted by relative I-state,2D
BurdenModifiedEigenvalues,SpMax5_Bhs,Largest absolute eigenvalue of Burden modified matrix - n 5 / weighted by relative I-state,2D
BurdenModifiedEigenvalues,SpMax6_Bhs,Largest absolute eigenvalue of Burden modified matrix - n 6 / weighted by relative I-state,2D
BurdenModifiedEigenvalues,SpMax7_Bhs,Largest absolute eigenvalue of Burden modified matrix - n 7 / weighted by relative I-state,2D
BurdenModifiedEigenvalues,SpMax8_Bhs,Largest absolute eigenvalue of Burden modified matrix - n 8 / weighted by relative I-state,2D
BurdenModifiedEigenvalues,SpMin1_Bhs,Smallest absolute eigenvalue of Burden modified matrix - n 1 / weighted by relative I-state,2D
BurdenModifiedEigenvalues,SpMin2_Bhs,Smallest absolute eigenvalue of Burden modified matrix - n 2 / weighted by relative I-state,2D
BurdenModifiedEigenvalues,SpMin3_Bhs,Smallest absolute eigenvalue of Burden modified matrix - n 3 / weighted by relative I-state,2D
BurdenModifiedEigenvalues,SpMin4_Bhs,Smallest absolute eigenvalue of Burden modified matrix - n 4 / weighted by relative I-state,2D
BurdenModifiedEigenvalues,SpMin5_Bhs,Smallest absolute eigenvalue of Burden modified matrix - n 5 / weighted by relative I-state,2D
BurdenModifiedEigenvalues,SpMin6_Bhs,Smallest absolute eigenvalue of Burden modified matrix - n 6 / weighted by relative I-state,2D
BurdenModifiedEigenvalues,SpMin7_Bhs,Smallest absolute eigenvalue of Burden modified matrix - n 7 / weighted by relative I-state,2D
BurdenModifiedEigenvalues,SpMin8_Bhs,Smallest absolute eigenvalue of Burden modified matrix - n 8 / weighted by relative I-state,2D
CarbonTypes,C1SP1,Triply bound carbon bound to one other carbon ,2D
CarbonTypes,C2SP1,Triply bound carbon bound to two other carbons ,2D
CarbonTypes,C1SP2,Doubly bound carbon bound to one other carbon ,2D
CarbonTypes,C2SP2,Doubly bound carbon bound to two other carbons ,2D
CarbonTypes,C3SP2,Doubly bound carbon bound to three other carbons ,2D
CarbonTypes,C1SP3,Singly bound carbon bound to one other carbon ,2D
CarbonTypes,C2SP3,Singly bound carbon bound to two other carbons ,2D
CarbonTypes,C3SP3,Singly bound carbon bound to three other carbons ,2D
CarbonTypes,C4SP3,Singly bound carbon bound to four other carbons ,2D
ChiChain,SCH-3,"Simple chain, order 3",2D
ChiChain,SCH-4,"Simple chain, order 4",2D
ChiChain,SCH-5,"Simple chain, order 5",2D
ChiChain,SCH-6,"Simple chain, order 6",2D
ChiChain,SCH-7,"Simple chain, order 7",2D
ChiChain,VCH-3,"Valence chain, order 3",2D
ChiChain,VCH-4,"Valence chain, order 4",2D
ChiChain,VCH-5,"Valence chain, order 5",2D
ChiChain,VCH-6,"Valence chain, order 6",2D
ChiChain,VCH-7,"Valence chain, order 7",2D
ChiCluster,SC-3,"Simple cluster, order 3",2D
ChiCluster,SC-4,"Simple cluster, order 4",2D
ChiCluster,SC-5,"Simple cluster, order 5",2D
ChiCluster,SC-6,"Simple cluster, order 6",2D
ChiCluster,VC-3,"Valence cluster, order 3",2D
ChiCluster,VC-4,"Valence cluster, order 4",2D
ChiCluster,VC-5,"Valence cluster, order 5",2D
ChiCluster,VC-6,"Valence cluster, order 6",2D
ChiPathCluster,SPC-4,"Simple path cluster, order 4",2D
ChiPathCluster,SPC-5,"Simple path cluster, order 5",2D
ChiPathCluster,SPC-6,"Simple path cluster, order 6",2D
ChiPathCluster,VPC-4,"Valence path cluster, order 4",2D
ChiPathCluster,VPC-5,"Valence path cluster, order 5",2D
ChiPathCluster,VPC-6,"Valence path cluster, order 6",2D
ChiPath,SP-0,"Simple path, order 0",2D
ChiPath,SP-1,"Simple path, order 1",2D
ChiPath,SP-2,"Simple path, order 2",2D
ChiPath,SP-3,"Simple path, order 3",2D
ChiPath,SP-4,"Simple path, order 4",2D
ChiPath,SP-5,"Simple path, order 5",2D
ChiPath,SP-6,"Simple path, order 6",2D
ChiPath,SP-7,"Simple path, order 7",2D
ChiPath,ASP-0,"Average simple path, order 0",2D
ChiPath,ASP-1,"Average simple path, order 1",2D
ChiPath,ASP-2,"Average simple path, order 2",2D
ChiPath,ASP-3,"Average simple path, order 3",2D
ChiPath,ASP-4,"Average simple path, order 4",2D
ChiPath,ASP-5,"Average simple path, order 5",2D
ChiPath,ASP-6,"Average simple path, order 6",2D
ChiPath,ASP-7,"Average simple path, order 7",2D
ChiPath,VP-0,"Valence path, order 0",2D
ChiPath,VP-1,"Valence path, order 1",2D
ChiPath,VP-2,"Valence path, order 2",2D
ChiPath,VP-3,"Valence path, order 3",2D
ChiPath,VP-4,"Valence path, order 4",2D
ChiPath,VP-5,"Valence path, order 5",2D
ChiPath,VP-6,"Valence path, order 6",2D
ChiPath,VP-7,"Valence path, order 7",2D
ChiPath,AVP-0,"Average valence path, order 0",2D
ChiPath,AVP-1,"Average valence path, order 1",2D
ChiPath,AVP-2,"Average valence path, order 2",2D
ChiPath,AVP-3,"Average valence path, order 3",2D
ChiPath,AVP-4,"Average valence path, order 4",2D
ChiPath,AVP-5,"Average valence path, order 5",2D
ChiPath,AVP-6,"Average valence path, order 6",2D
ChiPath,AVP-7,"Average valence path, order 7",2D
Constitutional,Sv,Sum of atomic van der Waals volumes (scaled on carbon atom),2D
Constitutional,Sse,Sum of atomic Sanderson electronegativities (scaled on carbon atom),2D
Constitutional,Spe,Sum of atomic Pauling electronegativities (scaled on carbon atom),2D
Constitutional,Sare,Sum of atomic Allred-Rochow electronegativities (scaled on carbon atom),2D
Constitutional,Sp,Sum of atomic polarizabilities (scaled on carbon atom),2D
Constitutional,Si,Sum of first first ionization potentials (scaled on carbon atom),2D
Constitutional,Mv,Mean atomic van der Waals volumes (scaled on carbon atom),2D
Constitutional,Mse,Mean atomic Sanderson electronegativities (scaled on carbon atom),2D
Constitutional,Mpe,Mean atomic Pauling electronegativities (scaled on carbon atom),2D
Constitutional,Mare,Mean atomic Allred-Rochow electronegativities (scaled on carbon atom),2D
Constitutional,Mp,Mean atomic polarizabilities (scaled on carbon atom),2D
Constitutional,Mi,Mean first first ionization potentials (scaled on carbon atom),2D
Crippen,CrippenLogP,Crippen's LogP,2D
Crippen,CrippenMR,Crippen's molar refractivity,2D
DetourMatrix,SpMax_Dt,Leading eigenvalue from detour matrix,2D
DetourMatrix,SpDiam_Dt,Spectral diameter from detour matrix,2D
DetourMatrix,SpAD_Dt,Spectral absolute deviation from detour matrix,2D
DetourMatrix,SpMAD_Dt,Spectral mean absolute deviation from detour matrix,2D
DetourMatrix,EE_Dt,Estrada-like index from detour matrix,2D
DetourMatrix,VE1_Dt,Coefficient sum of the last eigenvector from detour matrix,2D
DetourMatrix,VE2_Dt,Average coefficient sum of the last eigenvector from detour matrix,2D
DetourMatrix,VE3_Dt,Logarithmic coefficient sum of the last eigenvector from detour matrix,2D
DetourMatrix,VR1_Dt,Randic-like eigenvector-based index from detour matrix,2D
DetourMatrix,VR2_Dt,Normalized Randic-like eigenvector-based index from detour matrix,2D
DetourMatrix,VR3_Dt,Logarithmic Randic-like eigenvector-based index from detour matrix,2D
EccentricConnectivityIndex,ECCEN,A topological descriptor combining distance and adjacency information,2D
EStateAtomType,nHBd,Count of E-States for (strong) Hydrogen Bond donors,2D
EStateAtomType,nwHBd,Count of E-States for weak Hydrogen Bond donors,2D
EStateAtomType,nHBa,Count of E-States for (strong) Hydrogen Bond acceptors,2D
EStateAtomType,nwHBa,Count of E-States for weak Hydrogen Bond acceptors,2D
EStateAtomType,nHBint2,Count of E-State descriptors of strength for potential Hydrogen Bonds of path length 2,2D
EStateAtomType,nHBint3,Count of E-State descriptors of strength for potential Hydrogen Bonds of path length 3,2D
EStateAtomType,nHBint4,Count of E-State descriptors of strength for potential Hydrogen Bonds of path length 4,2D
EStateAtomType,nHBint5,Count of E-State descriptors of strength for potential Hydrogen Bonds of path length 5,2D
EStateAtomType,nHBint6,Count of E-State descriptors of strength for potential Hydrogen Bonds of path length 6,2D
EStateAtomType,nHBint7,Count of E-State descriptors of strength for potential Hydrogen Bonds of path length 7,2D
EStateAtomType,nHBint8,Count of E-State descriptors of strength for potential Hydrogen Bonds of path length 8,2D
EStateAtomType,nHBint9,Count of E-State descriptors of strength for potential Hydrogen Bonds of path length 9,2D
EStateAtomType,nHBint10,Count of E-State descriptors of strength for potential Hydrogen Bonds of path length 10,2D
EStateAtomType,nHsOH,Count of atom-type H E-State: -OH,2D
EStateAtomType,nHdNH,Count of atom-type H E-State: =NH,2D
EStateAtomType,nHsSH,Count of atom-type H E-State: -SH,2D
EStateAtomType,nHsNH2,Count of atom-type H E-State: -NH2,2D
EStateAtomType,nHssNH,Count of atom-type H E-State: -NH-,2D
EStateAtomType,nHaaNH,Count of atom-type H E-State: :NH:,2D
EStateAtomType,nHsNH3p,Count of atom-type H E-State: -NH3+,2D
EStateAtomType,nHssNH2p,Count of atom-type H E-State: -NH2-+,2D
EStateAtomType,nHsssNHp,Count of atom-type H E-State: >NH-+,2D
EStateAtomType,nHtCH,Count of atom-type H E-State: #CH,2D
EStateAtomType,nHdCH2,Count of atom-type H E-State: =CH2,2D
EStateAtomType,nHdsCH,Count of atom-type H E-State: =CH-,2D
EStateAtomType,nHaaCH,Count of atom-type H E-State: :CH:,2D
EStateAtomType,nHCHnX,Count of atom-type H E-State: CHnX,2D
EStateAtomType,nHCsats,Count of atom-type H E-State: H bonded to B, Si, P, Ge, As, Se, Sn or Pb,2D
EStateAtomType,nHCsatu,Count of atom-type H E-State: H on C sp3 bonded to unsaturated C,2D
EStateAtomType,nHAvin,Count of atom-type H E-State: H on C vinyl bonded to C aromatic,2D
EStateAtomType,nHother,Count of atom-type H E-State: H on aaCH, dCH2 or dsCH,2D
EStateAtomType,nHmisc,Count of atom-type H E-State: H bonded to B, Si, P, Ge, As, Se, Sn or Pb,2D
EStateAtomType,nsLi,Count of atom-type E-State: -Li,2D
EStateAtomType,nssBe,Count of atom-type E-State: -Be-,2D
EStateAtomType,nssssBem,Count of atom-type E-State: >Be<-2,2D
EStateAtomType,nsBH2,Count of atom-type E-State: -BH2,2D
EStateAtomType,nssBH,Count of atom-type E-State: -BH-,2D
EStateAtomType,nsssB,Count of atom-type E-State: -B<,2D
EStateAtomType,nssssBm,Count of atom-type E-State: >B<-,2D
EStateAtomType,nsCH3,Count of atom-type E-State: -CH3,2D
EStateAtomType,ndCH2,Count of atom-type E-State: =CH2,2D
EStateAtomType,nssCH2,Count of atom-type E-State: -CH2-,2D
EStateAtomType,ntCH,Count of atom-type E-State: #CH,2D
EStateAtomType,ndsCH,Count of atom-type E-State: =CH-,2D
EStateAtomType,naaCH,Count of atom-type E-State: :CH:,2D
EStateAtomType,nsssCH,Count of atom-type E-State: >CH-,2D
EStateAtomType,nddC,Count of atom-type E-State: =C=,2D
EStateAtomType,ntsC,Count of atom-type E-State: #C-,2D
EStateAtomType,ndssC,Count of atom-type E-State: =C<,2D
EStateAtomType,naasC,Count of atom-type E-State: :C:-,2D
EStateAtomType,naaaC,Count of atom-type E-State: ::C:,2D
EStateAtomType,nssssC,Count of atom-type E-State: >C<,2D
EStateAtomType,nsNH3p,Count of atom-type E-State: -NH3+,2D
EStateAtomType,nsNH2,Count of atom-type E-State: -NH2,2D
EStateAtomType,nssNH2p,Count of atom-type E-State: -NH2-+,2D
EStateAtomType,ndNH,Count of atom-type E-State: =NH,2D
EStateAtomType,nssNH,Count of atom-type E-State: -NH-,2D
EStateAtomType,naaNH,Count of atom-type E-State: :NH:,2D
EStateAtomType,ntN,Count of atom-type E-State: #N,2D
EStateAtomType,nsssNHp,Count of atom-type E-State: >NH-+,2D
EStateAtomType,ndsN,Count of atom-type E-State: =N-,2D
EStateAtomType,naaN,Count of atom-type E-State: :N:,2D
EStateAtomType,nsssN,Count of atom-type E-State: >N-,2D
EStateAtomType,nddsN,Count of atom-type E-State: -N<<,2D
EStateAtomType,naasN,Count of atom-type E-State: :N:-,2D
EStateAtomType,nssssNp,Count of atom-type E-State: >N<+,2D
EStateAtomType,nsOH,Count of atom-type E-State: -OH,2D
EStateAtomType,ndO,Count of atom-type E-State: =O,2D
EStateAtomType,nssO,Count of atom-type E-State: -O-,2D
EStateAtomType,naaO,Count of atom-type E-State: :O:,2D
EStateAtomType,naOm,Count of atom-type E-State: :O-0.5,2D
EStateAtomType,nsOm,Count of atom-type E-State: -O-,2D
EStateAtomType,nsF,Count of atom-type E-State: -F,2D
EStateAtomType,nsSiH3,Count of atom-type E-State: -SiH3,2D
EStateAtomType,nssSiH2,Count of atom-type E-State: -SiH2-,2D
EStateAtomType,nsssSiH,Count of atom-type E-State: >SiH-,2D
EStateAtomType,nssssSi,Count of atom-type E-State: >Si<,2D
EStateAtomType,nsPH2,Count of atom-type E-State: -PH2,2D
EStateAtomType,nssPH,Count of atom-type E-State: -PH-,2D
EStateAtomType,nsssP,Count of atom-type E-State: >P-,2D
EStateAtomType,ndsssP,Count of atom-type E-State: ->P=,2D
EStateAtomType,nddsP,Count of atom-type E-State: -=P=,2D
EStateAtomType,nsssssP,Count of atom-type E-State: ->P<,2D
EStateAtomType,nsSH,Count of atom-type E-State: -SH,2D
EStateAtomType,ndS,Count of atom-type E-State: =S,2D
EStateAtomType,nssS,Count of atom-type E-State: -S-,2D
EStateAtomType,naaS,Count of atom-type E-State: aSa,2D
EStateAtomType,ndssS,Count of atom-type E-State: >S=,2D
EStateAtomType,nddssS,Count of atom-type E-State: >S==,2D
EStateAtomType,nssssssS,Count of atom-type E-State: >S<<,2D
EStateAtomType,nSm,Count of atom-type E-State: -S-,2D
EStateAtomType,nsCl,Count of atom-type E-State: -Cl,2D
EStateAtomType,nsGeH3,Count of atom-type E-State: -GeH3,2D
EStateAtomType,nssGeH2,Count of atom-type E-State: -GeH2-,2D
EStateAtomType,nsssGeH,Count of atom-type E-State: >GeH-,2D
EStateAtomType,nssssGe,Count of atom-type E-State: >Ge<,2D
EStateAtomType,nsAsH2,Count of atom-type E-State: -AsH2,2D
EStateAtomType,nssAsH,Count of atom-type E-State: -AsH-,2D
EStateAtomType,nsssAs,Count of atom-type E-State: >As-,2D
EStateAtomType,ndsssAs,Count of atom-type E-State: ->As=,2D
EStateAtomType,nddsAs,Count of atom-type E-State: -=As=,2D
EStateAtomType,nsssssAs,Count of atom-type E-State: ->As<,2D
EStateAtomType,nsSeH,Count of atom-type E-State: -SeH,2D
EStateAtomType,ndSe,Count of atom-type E-State: =Se,2D
EStateAtomType,nssSe,Count of atom-type E-State: -Se-,2D
EStateAtomType,naaSe,Count of atom-type E-State: aSea,2D
EStateAtomType,ndssSe,Count of atom-type E-State: >Se=,2D
EStateAtomType,nssssssSe,Count of atom-type E-State: >Se<<,2D
EStateAtomType,nddssSe,Count of atom-type E-State: -=Se=-,2D
EStateAtomType,nsBr,Count of atom-type E-State: -Br,2D
EStateAtomType,nsSnH3,Count of atom-type E-State: -SnH3,2D
EStateAtomType,nssSnH2,Count of atom-type E-State: -SnH2-,2D
EStateAtomType,nsssSnH,Count of atom-type E-State: >SnH-,2D
EStateAtomType,nssssSn,Count of atom-type E-State: >Sn<,2D
EStateAtomType,nsI,Count of atom-type E-State: -I,2D
EStateAtomType,nsPbH3,Count of atom-type E-State: -PbH3,2D
EStateAtomType,nssPbH2,Count of atom-type E-State: -PbH2-,2D
EStateAtomType,nsssPbH,Count of atom-type E-State: >PbH-,2D
EStateAtomType,nssssPb,Count of atom-type E-State: >Pb<,2D
EStateAtomType,SHBd,Sum of E-States for (strong) hydrogen bond donors,2D
EStateAtomType,SwHBd,Sum of E-States for weak hydrogen bond donors,2D
EStateAtomType,SHBa,Sum of E-States for (strong) hydrogen bond acceptors,2D
EStateAtomType,SwHBa,Sum of E-States for weak hydrogen bond acceptors,2D
EStateAtomType,SHBint2,Sum of E-State descriptors of strength for potential hydrogen bonds of path length 2,2D
EStateAtomType,SHBint3,Sum of E-State descriptors of strength for potential hydrogen bonds of path length 3,2D
EStateAtomType,SHBint4,Sum of E-State descriptors of strength for potential hydrogen bonds of path length 4,2D
EStateAtomType,SHBint5,Sum of E-State descriptors of strength for potential hydrogen bonds of path length 5,2D
EStateAtomType,SHBint6,Sum of E-State descriptors of strength for potential hydrogen bonds of path length 6,2D
EStateAtomType,SHBint7,Sum of E-State descriptors of strength for potential hydrogen bonds of path length 7,2D
EStateAtomType,SHBint8,Sum of E-State descriptors of strength for potential hydrogen bonds of path length 8,2D
EStateAtomType,SHBint9,Sum of E-State descriptors of strength for potential hydrogen bonds of path length 9,2D
EStateAtomType,SHBint10,Sum of E-State descriptors of strength for potential hydrogen bonds of path length 10,2D
EStateAtomType,SHsOH,Sum of atom-type H E-State: -OH,2D
EStateAtomType,SHdNH,Sum of atom-type H E-State: =NH,2D
EStateAtomType,SHsSH,Sum of atom-type H E-State: -SH,2D
EStateAtomType,SHsNH2,Sum of atom-type H E-State: -NH2,2D
EStateAtomType,SHssNH,Sum of atom-type H E-State: -NH-,2D
EStateAtomType,SHaaNH,Sum of atom-type H E-State: :NH:,2D
EStateAtomType,SHsNH3p,Sum of atom-type H E-State: -NH3+,2D
EStateAtomType,SHssNH2p,Sum of atom-type H E-State: -NH2-+,2D
EStateAtomType,SHsssNHp,Sum of atom-type H E-State: >NH-+,2D
EStateAtomType,SHtCH,Sum of atom-type H E-State: #CH,2D
EStateAtomType,SHdCH2,Sum of atom-type H E-State: =CH2,2D
EStateAtomType,SHdsCH,Sum of atom-type H E-State: =CH-,2D
EStateAtomType,SHaaCH,Sum of atom-type H E-State: :CH:,2D
EStateAtomType,SHCHnX,Sum of atom-type H E-State: CHnX,2D
EStateAtomType,SHCsats,Sum of atom-type H E-State: H on C sp3 bonded to saturated C,2D
EStateAtomType,SHCsatu,Sum of atom-type H E-State: H on C sp3 bonded to unsaturated C,2D
EStateAtomType,SHAvin,Sum of atom-type H E-State: H on C vinyl bonded to C aromatic,2D
EStateAtomType,SHother,Sum of atom-type H E-State: H on aaCH, dCH2 or dsCH,2D
EStateAtomType,SHmisc,Sum of atom-type H E-State: H bonded to B, Si, P, Ge, As, Se, Sn or Pb,2D
EStateAtomType,SsLi,Sum of atom-type E-State: -Li,2D
EStateAtomType,SssBe,Sum of atom-type E-State: -Be-,2D
EStateAtomType,SssssBem,Sum of atom-type E-State: >Be<-2,2D
EStateAtomType,SsBH2,Sum of atom-type E-State: -BH2,2D
EStateAtomType,SssBH,Sum of atom-type E-State: -BH-,2D
EStateAtomType,SsssB,Sum of atom-type E-State: -B<,2D
EStateAtomType,SssssBm,Sum of atom-type E-State: >B<-,2D
EStateAtomType,SsCH3,Sum of atom-type E-State: -CH3,2D
EStateAtomType,SdCH2,Sum of atom-type E-State: =CH2,2D
EStateAtomType,SssCH2,Sum of atom-type E-State: -CH2-,2D
EStateAtomType,StCH,Sum of atom-type E-State: #CH,2D
EStateAtomType,SdsCH,Sum of atom-type E-State: =CH-,2D
EStateAtomType,SaaCH,Sum of atom-type E-State: :CH:,2D
EStateAtomType,SsssCH,Sum of atom-type E-State: >CH-,2D
EStateAtomType,SddC,Sum of atom-type E-State: =C=,2D
EStateAtomType,StsC,Sum of atom-type E-State: #C-,2D
EStateAtomType,SdssC,Sum of atom-type E-State: =C<,2D
EStateAtomType,SaasC,Sum of atom-type E-State: :C:-,2D
EStateAtomType,SaaaC,Sum of atom-type E-State: ::C:,2D
EStateAtomType,SssssC,Sum of atom-type E-State: >C<,2D
EStateAtomType,SsNH3p,Sum of atom-type E-State: -NH3+,2D
EStateAtomType,SsNH2,Sum of atom-type E-State: -NH2,2D
EStateAtomType,SssNH2p,Sum of atom-type E-State: -NH2-+,2D
EStateAtomType,SdNH,Sum of atom-type E-State: =NH,2D
EStateAtomType,SssNH,Sum of atom-type E-State: -NH-,2D
EStateAtomType,SaaNH,Sum of atom-type E-State: :NH:,2D
EStateAtomType,StN,Sum of atom-type E-State: #N,2D
EStateAtomType,SsssNHp,Sum of atom-type E-State: >NH-+,2D
EStateAtomType,SdsN,Sum of atom-type E-State: =N-,2D
EStateAtomType,SaaN,Sum of atom-type E-State: :N:,2D
EStateAtomType,SsssN,Sum of atom-type E-State: >N-,2D
EStateAtomType,SddsN,Sum of atom-type E-State: -N<<,2D
EStateAtomType,SaasN,Sum of atom-type E-State: :N:-,2D
EStateAtomType,SssssNp,Sum of atom-type E-State: >N<+,2D
EStateAtomType,SsOH,Sum of atom-type E-State: -OH,2D
EStateAtomType,SdO,Sum of atom-type E-State: =O,2D
EStateAtomType,SssO,Sum of atom-type E-State: -O-,2D
EStateAtomType,SaaO,Sum of atom-type E-State: :O:,2D
EStateAtomType,SaOm,Sum of atom-type E-State: :O-0.5,2D
EStateAtomType,SsOm,Sum of atom-type E-State: -O-,2D
EStateAtomType,SsF,Sum of atom-type E-State: -F,2D
EStateAtomType,SsSiH3,Sum of atom-type E-State: -SiH3,2D
EStateAtomType,SssSiH2,Sum of atom-type E-State: -SiH2-,2D
EStateAtomType,SsssSiH,Sum of atom-type E-State: >SiH-,2D
EStateAtomType,SssssSi,Sum of atom-type E-State: >Si<,2D
EStateAtomType,SsPH2,Sum of atom-type E-State: -PH2,2D
EStateAtomType,SssPH,Sum of atom-type E-State: -PH-,2D
EStateAtomType,SsssP,Sum of atom-type E-State: >P-,2D
EStateAtomType,SdsssP,Sum of atom-type E-State: ->P=,2D
EStateAtomType,SddsP,Sum of atom-type E-State: -=P=,2D
EStateAtomType,SsssssP,Sum of atom-type E-State: ->P<,2D
EStateAtomType,SsSH,Sum of atom-type E-State: -SH,2D
EStateAtomType,SdS,Sum of atom-type E-State: =S,2D
EStateAtomType,SssS,Sum of atom-type E-State: -S-,2D
EStateAtomType,SaaS,Sum of atom-type E-State: aSa,2D
EStateAtomType,SdssS,Sum of atom-type E-State: >S=,2D
EStateAtomType,SddssS,Sum of atom-type E-State: >S==,2D
EStateAtomType,SssssssS,Sum of atom-type E-State: >S<<,2D
EStateAtomType,SSm,Sum of atom-type E-State: -S-,2D
EStateAtomType,SsCl,Sum of atom-type E-State: -Cl,2D
EStateAtomType,SsGeH3,Sum of atom-type E-State: -GeH3,2D
EStateAtomType,SssGeH2,Sum of atom-type E-State: -GeH2-,2D
EStateAtomType,SsssGeH,Sum of atom-type E-State: >GeH-,2D
EStateAtomType,SssssGe,Sum of atom-type E-State: >Ge<,2D
EStateAtomType,SsAsH2,Sum of atom-type E-State: -AsH2,2D
EStateAtomType,SssAsH,Sum of atom-type E-State: -AsH-,2D
EStateAtomType,SsssAs,Sum of atom-type E-State: >As-,2D
EStateAtomType,SdsssAs,Sum of atom-type E-State: ->As=,2D
EStateAtomType,SddsAs,Sum of atom-type E-State: -=As=,2D
EStateAtomType,SsssssAs,Sum of atom-type E-State: ->As<,2D
EStateAtomType,SsSeH,Sum of atom-type E-State: -SeH,2D
EStateAtomType,SdSe,Sum of atom-type E-State: =Se,2D
EStateAtomType,SssSe,Sum of atom-type E-State: -Se-,2D
EStateAtomType,SaaSe,Sum of atom-type E-State: aSea,2D
EStateAtomType,SdssSe,Sum of atom-type E-State: >Se=,2D
EStateAtomType,SssssssSe,Sum of atom-type E-State: >Se<<,2D
EStateAtomType,SddssSe,Sum of atom-type E-State: -=Se=-,2D
EStateAtomType,SsBr,Sum of atom-type E-State: -Br,2D
EStateAtomType,SsSnH3,Sum of atom-type E-State: -SnH3,2D
EStateAtomType,SssSnH2,Sum of atom-type E-State: -SnH2-,2D
EStateAtomType,SsssSnH,Sum of atom-type E-State: >SnH-,2D
EStateAtomType,SssssSn,Sum of atom-type E-State: >Sn<,2D
EStateAtomType,SsI,Sum of atom-type E-State: -I,2D
EStateAtomType,SsPbH3,Sum of atom-type E-State: -PbH3,2D
EStateAtomType,SssPbH2,Sum of atom-type E-State: -PbH2-,2D
EStateAtomType,SsssPbH,Sum of atom-type E-State: >PbH-,2D
EStateAtomType,SssssPb,Sum of atom-type E-State: >Pb<,2D
EStateAtomType,minHBd,Minimum E-States for (strong) Hydrogen Bond donors,2D
EStateAtomType,minwHBd,Minimum E-States for weak Hydrogen Bond donors,2D
EStateAtomType,minHBa,Minimum E-States for (strong) Hydrogen Bond acceptors,2D
EStateAtomType,minwHBa,Minimum E-States for weak Hydrogen Bond acceptors,2D
EStateAtomType,minHBint2,Minimum E-State descriptors of strength for potential Hydrogen Bonds of path length 2,2D
EStateAtomType,minHBint3,Minimum E-State descriptors of strength for potential Hydrogen Bonds of path length 3,2D
EStateAtomType,minHBint4,Minimum E-State descriptors of strength for potential Hydrogen Bonds of path length 4,2D
EStateAtomType,minHBint5,Minimum E-State descriptors of strength for potential Hydrogen Bonds of path length 5,2D
EStateAtomType,minHBint6,Minimum E-State descriptors of strength for potential Hydrogen Bonds of path length 6,2D
EStateAtomType,minHBint7,Minimum E-State descriptors of strength for potential Hydrogen Bonds of path length 7,2D
EStateAtomType,minHBint8,Minimum E-State descriptors of strength for potential Hydrogen Bonds of path length 8,2D
EStateAtomType,minHBint9,Minimum E-State descriptors of strength for potential Hydrogen Bonds of path length 9,2D
EStateAtomType,minHBint10,Minimum E-State descriptors of strength for potential Hydrogen Bonds of path length 10,2D
EStateAtomType,minHsOH,Minimum atom-type H E-State: -OH,2D
EStateAtomType,minHdNH,Minimum atom-type H E-State: =NH,2D
EStateAtomType,minHsSH,Minimum atom-type H E-State: -SH,2D
EStateAtomType,minHsNH2,Minimum atom-type H E-State: -NH2,2D
EStateAtomType,minHssNH,Minimum atom-type H E-State: -NH-,2D
